,Run,Model,Groups,Adapter method,Subject / Task
1666,"mmlu:subject=us_foreign_policy,method=multiple_choice_joint,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,mmlu,multiple_choice_joint,us_foreign_policy
1667,"mmlu:subject=us_foreign_policy,method=multiple_choice_joint,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,mmlu,multiple_choice_joint,us_foreign_policy
1668,narrative_qa:model=01-ai_yi-large-preview,01-ai/yi-large-preview,narrative_qa,generation,-
1669,narrative_qa:model=anthropic_claude-3-5-sonnet-20240620,anthropic/claude-3-5-sonnet-20240620,narrative_qa,generation,-
1670,narrative_qa:model=google_gemini-1.0-pro-002,google/gemini-1.0-pro-002,narrative_qa,generation,-
1671,narrative_qa:model=google_gemini-1.5-flash-001,google/gemini-1.5-flash-001,narrative_qa,generation,-
1672,narrative_qa:model=google_gemini-1.5-pro-001,google/gemini-1.5-pro-001,narrative_qa,generation,-
1673,"natural_qa:mode=closedbook,model=01-ai_yi-large-preview",01-ai/yi-large-preview,natural_qa_closedbook,generation,-
1674,"natural_qa:mode=closedbook,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,natural_qa_closedbook,generation,-
1675,"natural_qa:mode=closedbook,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,natural_qa_closedbook,generation,-
1676,"natural_qa:mode=closedbook,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,natural_qa_closedbook,generation,-
1677,"natural_qa:mode=closedbook,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,natural_qa_closedbook,generation,-
1678,"natural_qa:mode=openbook_longans,model=01-ai_yi-large-preview",01-ai/yi-large-preview,natural_qa_openbook_longans,generation,-
1679,"natural_qa:mode=openbook_longans,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,natural_qa_openbook_longans,generation,-
1680,"natural_qa:mode=openbook_longans,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,natural_qa_openbook_longans,generation,-
1681,"natural_qa:mode=openbook_longans,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,natural_qa_openbook_longans,generation,-
1682,"natural_qa:mode=openbook_longans,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,natural_qa_openbook_longans,generation,-
1683,"wmt_14:language_pair=cs-en,model=01-ai_yi-large-preview",01-ai/yi-large-preview,wmt_14,generation,-
1684,"wmt_14:language_pair=cs-en,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,wmt_14,generation,-
1685,"wmt_14:language_pair=cs-en,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,wmt_14,generation,-
1686,"wmt_14:language_pair=cs-en,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,wmt_14,generation,-
1687,"wmt_14:language_pair=cs-en,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,wmt_14,generation,-
1688,"wmt_14:language_pair=de-en,model=01-ai_yi-large-preview",01-ai/yi-large-preview,wmt_14,generation,-
1689,"wmt_14:language_pair=de-en,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,wmt_14,generation,-
1690,"wmt_14:language_pair=de-en,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,wmt_14,generation,-
1691,"wmt_14:language_pair=de-en,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,wmt_14,generation,-
1692,"wmt_14:language_pair=de-en,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,wmt_14,generation,-
1693,"wmt_14:language_pair=fr-en,model=01-ai_yi-large-preview",01-ai/yi-large-preview,wmt_14,generation,-
1694,"wmt_14:language_pair=fr-en,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,wmt_14,generation,-
1695,"wmt_14:language_pair=fr-en,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,wmt_14,generation,-
1696,"wmt_14:language_pair=fr-en,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,wmt_14,generation,-
1697,"wmt_14:language_pair=fr-en,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,wmt_14,generation,-
1698,"wmt_14:language_pair=hi-en,model=01-ai_yi-large-preview",01-ai/yi-large-preview,wmt_14,generation,-
1699,"wmt_14:language_pair=hi-en,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,wmt_14,generation,-
1700,"wmt_14:language_pair=hi-en,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,wmt_14,generation,-
1701,"wmt_14:language_pair=hi-en,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,wmt_14,generation,-
1702,"wmt_14:language_pair=hi-en,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,wmt_14,generation,-
1703,"wmt_14:language_pair=ru-en,model=01-ai_yi-large-preview",01-ai/yi-large-preview,wmt_14,generation,-
1704,"wmt_14:language_pair=ru-en,model=anthropic_claude-3-5-sonnet-20240620",anthropic/claude-3-5-sonnet-20240620,wmt_14,generation,-
1705,"wmt_14:language_pair=ru-en,model=google_gemini-1.0-pro-002",google/gemini-1.0-pro-002,wmt_14,generation,-
1706,"wmt_14:language_pair=ru-en,model=google_gemini-1.5-flash-001",google/gemini-1.5-flash-001,wmt_14,generation,-
1707,"wmt_14:language_pair=ru-en,model=google_gemini-1.5-pro-001",google/gemini-1.5-pro-001,wmt_14,generation,-
1708,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=ai21_jamba-instruct",ai21/jamba-instruct,openbookqa,multiple_choice_joint,-
1709,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=google_gemma-2-27b-it",google/gemma-2-27b-it,openbookqa,multiple_choice_joint,-
1710,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=google_gemma-2-9b-it",google/gemma-2-9b-it,openbookqa,multiple_choice_joint,-
1711,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,openbookqa,multiple_choice_joint,-
1712,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,openbookqa,multiple_choice_joint,-
1713,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,openbookqa,multiple_choice_joint,-
1714,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,openbookqa,multiple_choice_joint,-
1715,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,openbookqa,multiple_choice_joint,-
1716,"gsm:model=ai21_jamba-instruct,stop=none",ai21/jamba-instruct,gsm,generation,-
1717,gsm:model=google_gemma-2-27b-it,google/gemma-2-27b-it,gsm,generation,-
1718,"gsm:model=google_gemma-2-9b-it,stop=none",google/gemma-2-9b-it,gsm,generation,-
1719,gsm:model=microsoft_phi-3-medium-4k-instruct,microsoft/phi-3-medium-4k-instruct,gsm,generation,-
1720,"gsm:model=mistralai_mistral-large-2407,stop=none",mistralai/mistral-large-2407,gsm,generation,-
1721,"gsm:model=mistralai_open-mistral-nemo-2407,stop=none",mistralai/open-mistral-nemo-2407,gsm,generation,-
1722,"gsm:model=openai_gpt-4o-mini-2024-07-18,stop=none",openai/gpt-4o-mini-2024-07-18,gsm,generation,-
1723,"legalbench:subset=abercrombie,model=ai21_jamba-instruct",ai21/jamba-instruct,legalbench,generation,-
1724,"legalbench:subset=abercrombie,model=google_gemma-2-27b-it",google/gemma-2-27b-it,legalbench,generation,-
1725,"legalbench:subset=abercrombie,model=google_gemma-2-9b-it",google/gemma-2-9b-it,legalbench,generation,-
1726,"legalbench:subset=abercrombie,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,legalbench,generation,-
1727,"legalbench:subset=abercrombie,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,legalbench,generation,-
1728,"legalbench:subset=abercrombie,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,legalbench,generation,-
1729,"legalbench:subset=abercrombie,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,legalbench,generation,-
1730,"legalbench:subset=abercrombie,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,legalbench,generation,-
1731,"legalbench:subset=corporate_lobbying,model=ai21_jamba-instruct",ai21/jamba-instruct,legalbench,generation,-
1732,"legalbench:subset=corporate_lobbying,model=google_gemma-2-27b-it",google/gemma-2-27b-it,legalbench,generation,-
1733,"legalbench:subset=corporate_lobbying,model=google_gemma-2-9b-it",google/gemma-2-9b-it,legalbench,generation,-
1734,"legalbench:subset=corporate_lobbying,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,legalbench,generation,-
1735,"legalbench:subset=corporate_lobbying,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,legalbench,generation,-
1736,"legalbench:subset=corporate_lobbying,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,legalbench,generation,-
1737,"legalbench:subset=corporate_lobbying,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,legalbench,generation,-
1738,"legalbench:subset=corporate_lobbying,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,legalbench,generation,-
1739,"legalbench:subset=function_of_decision_section,model=ai21_jamba-instruct",ai21/jamba-instruct,legalbench,generation,-
1740,"legalbench:subset=function_of_decision_section,model=google_gemma-2-27b-it",google/gemma-2-27b-it,legalbench,generation,-
1741,"legalbench:subset=function_of_decision_section,model=google_gemma-2-9b-it",google/gemma-2-9b-it,legalbench,generation,-
1742,"legalbench:subset=function_of_decision_section,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,legalbench,generation,-
1743,"legalbench:subset=function_of_decision_section,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,legalbench,generation,-
1744,"legalbench:subset=function_of_decision_section,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,legalbench,generation,-
1745,"legalbench:subset=function_of_decision_section,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,legalbench,generation,-
1746,"legalbench:subset=function_of_decision_section,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,legalbench,generation,-
1747,"legalbench:subset=international_citizenship_questions,model=ai21_jamba-instruct",ai21/jamba-instruct,legalbench,generation,-
1748,"legalbench:subset=international_citizenship_questions,model=google_gemma-2-27b-it",google/gemma-2-27b-it,legalbench,generation,-
1749,"legalbench:subset=international_citizenship_questions,model=google_gemma-2-9b-it",google/gemma-2-9b-it,legalbench,generation,-
1750,"legalbench:subset=international_citizenship_questions,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,legalbench,generation,-
1751,"legalbench:subset=international_citizenship_questions,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,legalbench,generation,-
1752,"legalbench:subset=international_citizenship_questions,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,legalbench,generation,-
1753,"legalbench:subset=international_citizenship_questions,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,legalbench,generation,-
1754,"legalbench:subset=international_citizenship_questions,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,legalbench,generation,-
1755,"legalbench:subset=proa,model=ai21_jamba-instruct",ai21/jamba-instruct,legalbench,generation,-
1756,"legalbench:subset=proa,model=google_gemma-2-27b-it",google/gemma-2-27b-it,legalbench,generation,-
1757,"legalbench:subset=proa,model=google_gemma-2-9b-it",google/gemma-2-9b-it,legalbench,generation,-
1758,"legalbench:subset=proa,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,legalbench,generation,-
1759,"legalbench:subset=proa,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,legalbench,generation,-
1760,"legalbench:subset=proa,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,legalbench,generation,-
1761,"legalbench:subset=proa,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,legalbench,generation,-
1762,"legalbench:subset=proa,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,legalbench,generation,-
1763,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-instruct",ai21/jamba-instruct,math_chain_of_thought,generation,algebra
1764,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=google_gemma-2-27b-it",google/gemma-2-27b-it,math_chain_of_thought,generation,algebra
1765,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=google_gemma-2-9b-it",google/gemma-2-9b-it,math_chain_of_thought,generation,algebra
1766,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,math_chain_of_thought,generation,algebra
1767,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,math_chain_of_thought,generation,algebra
1768,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,math_chain_of_thought,generation,algebra
1769,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,math_chain_of_thought,generation,algebra
1770,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,math_chain_of_thought,generation,algebra
1771,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-instruct",ai21/jamba-instruct,math_chain_of_thought,generation,counting_and_probability
1772,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=google_gemma-2-27b-it",google/gemma-2-27b-it,math_chain_of_thought,generation,counting_and_probability
1773,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=google_gemma-2-9b-it",google/gemma-2-9b-it,math_chain_of_thought,generation,counting_and_probability
1774,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,math_chain_of_thought,generation,counting_and_probability
1775,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,math_chain_of_thought,generation,counting_and_probability
1776,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,math_chain_of_thought,generation,counting_and_probability
1777,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,math_chain_of_thought,generation,counting_and_probability
1778,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,math_chain_of_thought,generation,counting_and_probability
1779,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-instruct",ai21/jamba-instruct,math_chain_of_thought,generation,geometry
1780,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=google_gemma-2-27b-it",google/gemma-2-27b-it,math_chain_of_thought,generation,geometry
1781,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=google_gemma-2-9b-it",google/gemma-2-9b-it,math_chain_of_thought,generation,geometry
1782,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=microsoft_phi-3-medium-4k-instruct",microsoft/phi-3-medium-4k-instruct,math_chain_of_thought,generation,geometry
1783,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=microsoft_phi-3-small-8k-instruct",microsoft/phi-3-small-8k-instruct,math_chain_of_thought,generation,geometry
1784,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=mistralai_mistral-large-2407",mistralai/mistral-large-2407,math_chain_of_thought,generation,geometry
1785,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=mistralai_open-mistral-nemo-2407",mistralai/open-mistral-nemo-2407,math_chain_of_thought,generation,geometry
1786,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=openai_gpt-4o-mini-2024-07-18",openai/gpt-4o-mini-2024-07-18,math_chain_of_thought,generation,geometry
1787,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-instruct",ai21/jamba-instruct,math_chain_of_thought,generation,intermediate_algebra
